a,b
47490,38887
56133,18377
58855,54548
14897,5043
3732,16793
1359,13337
16450,1106
48616,9601
17035,1794
10412,5720
42586,27711
30922,3608
14713,14574
35229,6648
4254,24423
28782,18870
14750,1999
1606,18568
4068,2929
6979,1682
44277,15589
7763,2294
15979,12693
23856,14381
2572,15176
1871,2843
6475,10692
8834,7273
21591,9110
8491,5417
11193,7699
50832,12131
500,409
2138,18196
16010,14182
9526,6181
2952,1748
5658,28322
3198,31
4713,3889
7262,10367
22683,13726
20909,30227
31895,7835
12114,1962
39002,1775
4593,8179
21209,36606
34464,7181
5474,9716
25986,35201
917,31241
3884,1599
31016,3891
31659,6107
24575,20542
57083,48745
6707,4724
42587,14720
5182,2351
28813,18969
44521,12021
1254,554
50857,45974
24044,11845
43932,15189
16410,15368
22325,22079
25632,4415
49782,2209
10603,18250
59234,28029
3032,1330
13222,8392
32327,943
9916,18410
13714,5221
25052,8899
44498,42906
27619,11528
15790,6401
52148,39015
25563,45252
31884,16938
52526,46196
28555,7564
36177,8366
22507,24326
42123,2477
11912,4483
12431,6573
16169,43150
4520,2785
6153,10965
38509,2948
42230,30395
56029,45386
1997,1605
11451,19654
9627,26826
56936,39258
24085,2456
35573,39022
4776,3662
1919,5000
6897,3356
10053,2096
25996,6381
47192,18939
16154,9718
10069,58204
24702,11190
10794,2223
22759,5651
44160,6860
59056,5078
3296,43946
38307,10653
10498,9733
33003,5849
14575,10606
1073,1809
900,1355
23474,12458
14608,14609
29578,15332
36755,13213
2925,2222
6019,2615
10926,44888
28098,3233
25528,11140
7823,6876
58985,52407
3757,1076
18436,9312
4423,5300
24121,7370
23444,601
37095,2297
8057,3008
9552,2880
578,34
24508,21562
37602,19557
31397,12855
46045,28005
5596,4371
42720,2465
10572,8468
50541,16013
33443,12557
20717,7918
11798,16890
6054,4724
2175,23673
683,1010
47911,1814
56824,15872
16533,15256
19408,8042
3820,1600
18276,9778
23782,21642
12512,4850
11955,29560
9372,23029
28897,20424
25338,17707
4668,2432
8367,10227
5912,12032
537,950
40118,6496
47892,2148
46574,42987
27893,29684
49375,22984
54252,46317
3559,5158
33054,16118
28802,4503
43560,28766
19052,31583
8770,172
2415,5540
38271,16003
34395,4611
57033,55495
43504,43397
10705,17671
28895,10771
34324,8532
5350,19871
51268,3117
4805,160
48411,7746
983,2264
6564,4393
39278,20863
401,1386
30566,28747
5120,3219
2066,12792
53673,22005
26905,10105
34370,29098
5881,2042
5633,21573
53349,14490
19351,25505
55254,47553
2714,1062
3196,12
34925,30048
29267,10729
29016,12369
58186,7463
41395,41146
4880,18536
6114,2891
109,1221
13910,12590
19562,11375
59587,6613
27751,14207
25548,21259
5036,297
4058,10348
38295,37796
9272,1244
27764,11064
48572,24144
34542,28440
54085,46253
4217,1338
19929,11354
20073,16138
24665,15834
6418,25042
15553,16202
3482,1396
43422,4192
9199,3828
1338,4704
41339,38418
38454,200
3381,2859
55393,30538
54409,32312
591,645
7953,5358
23189,8338
44589,38517
3725,1530
7460,1777
29847,23319
43330,31585
39195,36554
44121,24545
31849,24525
44396,33615
16268,18075
47241,44783
4247,2364
51226,21473
34266,19581
36844,29351
56619,53021
1607,18110
5647,5981
37415,16191
37940,36467
6785,5162
43784,20710
54070,53662
5071,15436
16754,3981
58033,38739
6479,18654
23479,14429
42183,8408
31218,964
11001,1755
54421,44234
8687,11783
17933,12147
15806,14707
18134,16427
40316,10873
9280,6007
3479,10948
24223,19083
36615,24718
24245,36697
397,205
10393,11558
50399,12442
1439,913
33594,21666
3339,20823
14894,17100
26028,11548
52774,2554
41703,5885
3837,3760
4512,2039
12332,5507
17106,8054
51513,5745
10983,3666
12625,1140
17968,3041
5409,5001
2211,1361
3726,1405
21801,4839
36289,12634
46012,35242
32164,30479
17009,6494
23369,9309
20129,1587
5417,5790
30469,1659
13898,3223
50109,50105
16546,20453
3296,26472
430,5684
8802,8122
19434,4005
12605,9320
12246,10618
281,313
22102,1800
53757,15717
40549,46822
6148,4946
23203,17015
37512,32042
5449,3708
32270,15181
42946,3585
3105,2437
12595,20276
24962,10532
1291,25124
38143,4420
10556,4362
26324,7732
20561,606
59431,8338
2513,2367
27262,26386
2191,826
53269,7514
26030,2046
39049,27400
23755,14973
3186,2397
28616,13928
19213,19837
15751,15062
20206,18018
14770,11019
19604,17230
18621,43354
26942,21685
39482,35034
51611,2258
11371,10173
16255,11958
52680,31603
2275,3556
31313,38350
4554,1790
8734,431
42648,27592
34482,6582
16952,16058
10737,16545
26871,17443
12074,14875
2671,2087
12263,6397
17445,567
14303,22229
13540,10667
44513,25716
2097,3570
44452,31388
13610,8017
10162,34050
15581,11763
42866,3032
34987,21129
4412,2006
38181,20888
34259,5957
41202,13060
45203,26885
3262,7281
47696,21687
19916,40670
3462,5275
54828,32874
32856,3594
18573,8704
3707,1527
9316,7164
21993,9012
34001,8519
25496,326
57656,27024
54743,14313
9607,12357
18263,11649
44564,42830
29706,7388
30243,21413
38214,13993
21313,19107
22478,14431
34905,11281
40248,7079
6421,12187
1023,366
15008,7603
8360,127
26203,18157
6804,701
23218,21053
21109,2559
36677,5818
54019,39890
54302,26003
12723,4052
58869,41715
4882,1366
39520,2005
42249,26561
59000,4796
55425,47450
17520,1250
8193,17960
687,8558
19592,18480
11496,6148
38081,23961
49052,2910
756,504
12358,8257
32797,800
1537,1711
36982,6419
38743,17088
2754,2649
21332,2895
46554,18828
33632,12859
2089,130
14372,2981
53517,12025
39150,19346
27068,8393
59389,42826
45818,12194
28679,4147
45417,14768
12,784
15052,11127
44885,34125
28846,8509
59449,55433
3011,1880
29104,1867
57268,47020
5636,23699
11354,7290
3847,1869
45020,18453
14478,10927
33205,2154
34031,42586
53935,40858
10549,14809
28381,27036
22041,25470
27584,4845
55838,36727
14415,10283
40392,6706
23882,13929
4208,3915
38353,23947
118,46
875,27328
5519,4939
40964,23536
43327,31099
46853,7219
4925,205
9751,1658
58728,39390
28475,4712
44273,30608
12753,10096
59486,30360
5850,3989
39458,27686
55752,23267
12360,6530
35199,11207
50949,19109
15694,21689
1911,87
18729,8796
41143,36852
16778,13272
11897,5888
17634,12045
56201,54173
51892,33542
1504,21727
489,10559
39973,30678
47787,1269
34368,31617
16849,14707
32264,18658
9160,1205
15815,15271
42579,16696
44367,7814
11773,9198
18719,6691
27225,32898
5827,1457
39654,33427
58757,1962
17172,1814
24252,21174
37830,31198
25009,1654
770,482
10250,67
445,24517
45595,43869
10333,1170
26603,5086
17583,37090
4807,2619
27053,9765
7328,23345
21637,33007
17828,19993
9566,2309
3115,21
9322,4221
48254,31143
5283,9915
26216,16815
40066,33850
15615,12669
499,188
21439,20285
23779,8889
764,624
31515,16917
3350,8620
4142,7833
24398,15684
2530,4766
51936,3892
992,34343
4236,4050
29328,3766
26811,26660
1447,12561
40943,13107
14699,7980
2987,580
18665,14959
8239,7060
54740,38296
20222,14249
39402,32207
36315,15359
232,78
29480,11554
7574,26416
32593,28931
4118,1419
55819,54061
3549,30897
13158,4745
37961,5998
48313,20798
14100,9761
53847,20084
9629,18177
39119,6845
39471,10930
16199,11601
45103,37203
43243,2764
54201,20278
43856,33521
53051,40437
18557,22284
46974,35205
30303,9731
30211,18906
39094,17409
4340,823
53009,38707
58125,10764
2301,1685
12117,13758
1617,2965
4554,3957
19356,12879
19438,41178
27858,23903
1882,1555
29504,4343
15734,11995
33648,24425
25305,32473
16873,4330
31760,36719
12291,61
1062,492
783,709
36899,3483
5995,13543
45890,2301
1094,925
33953,2811
11945,4092
1177,999
48871,28313
48245,44223
33416,31409
30540,23836
48400,33329
12047,11021
19721,955
148,12163
51101,22591
18090,2163
31014,25717
35576,21695
871,835
18724,8230
2711,10839
2440,1887
6200,1615
13732,9755
80,8439
26344,22227
32229,6296
4859,1673
4215,9266
41216,29696
38142,38671
9197,11309
5954,9129
10424,9958
1388,2553
633,18650
4560,4058
45334,36678
8104,14043
2416,1656
39880,6618
45715,4021
46674,43949
19831,590
18945,21768
27737,578
3699,7850
28438,8831
24691,23605
730,88
22825,3597
39978,22571
8787,3155
34920,20258
20426,19367
42370,39007
15316,14164
2412,4018
23302,1652
5355,6785
25075,19543
31980,24458
40813,16020
13654,3198
26317,18817
2499,354
5869,13495
11213,5538
32526,18739
32478,16884
6530,12885
17834,32112
6202,20928
7359,6353
14793,9623
16391,23033
13351,5372
18456,34537
21176,9384
9406,13422
11770,7491
17361,12436
9370,1087
8713,3856
20525,17874
49802,407
21990,11820
27979,1650
4995,507
38448,36529
33605,31690
32573,10868
47153,3457
50447,8225
13863,12644
52882,25812
29237,1464
33918,18220
50617,17502
17879,10634
1493,3771
32120,11335
3748,11250
10001,13408
55435,48936
25774,19847
58403,44333
4160,12454
16365,2620
4376,2242
18366,14917
43322,7751
13153,2621
51041,34365
56633,1315
58905,40087
30126,21675
24129,23257
2821,4688
32369,2503
10499,6711
27306,17030
39722,36435
36448,19121
52042,11328
35107,9742
829,2886
46475,24272
33583,4214
27450,1442
9735,1188
33789,17612
48435,22732
5126,5933
9381,7771
9560,7627
7989,30092
2193,1929
11429,4875
18175,5001
10680,4698
2431,12091
36513,5992
2572,4254
23625,767
40831,20682
37810,35850
12679,5909
4153,8542
9086,2688
49387,2494
25890,2152
51811,32247
1923,23957
19683,12498
1529,878
6130,42163
39338,28189
30188,23273
36770,5467
46384,22378
17449,3375
16690,2734
16923,5264
42893,45670
30619,20721
39187,544
1514,1692
8859,13146
19279,16439
12383,11857
25843,14255
12848,16949
14280,8519
5291,13166
26756,24629
9308,4634
46319,3827
50466,6513
52048,44167
39945,4303
40140,23053
2578,36578
47929,28646
32602,12803
28632,20452
53156,41722
12670,689
39300,11413
4513,4171
42888,40528
59273,25894
38795,4391
52081,4837
34917,9919
30235,8500
8913,6825
41750,10978
29718,15227
50506,4007
52517,9265
54914,6785
57854,19562
25840,46005
42740,5958
23477,19248
3873,20393
46496,11028
551,3724
4600,2182
12974,20409
21018,19075
22853,7950
44926,29500
7537,16117
2070,16456
7884,6955
48772,18005
23002,8301
36201,13996
47488,7804
56516,25760
4321,2805
2289,1896
25855,11581
5470,4847
41860,5353
43842,22524
48612,44489
13419,38986
34891,5276
30330,23138
1348,1292
24497,9251
14911,26649
42365,2574
57717,4359
5392,301
12757,10893
17634,10801
23761,16805
15887,14966
1152,666
5311,12233
41189,3206
48617,17416
1209,1075
19854,3960
44625,28991
29995,15028
55219,53292
17316,13826
34283,1007
59240,12710
556,161
20083,16029
35495,3180
52445,7507
59502,25005
8767,11734
17258,16289
53777,50253
33660,22247
47637,14887
41325,12736
901,268
48037,33004
42912,1581
32789,10205
5654,10128
18927,31794
45951,3331
33705,568
47400,16356
11619,11001
26314,33803
1262,272
39812,4143
44679,29145
59053,4487
36853,2058
1723,2731
724,1107
42443,19157
1084,999
7076,5311
11562,6972
50244,2304
47960,22195
30709,24341
29210,26881
33726,15502
48782,42558
18883,3947
50679,1248
7971,35271
4104,3483
11779,28226
35310,28249
26058,5190
28029,7626
39713,4558
38210,9335
1826,13440
42949,11925
56198,22509
35936,27604
164,146
22253,1092
15056,2440
9516,3801
40836,25220
14357,15811
16434,3219
15227,14208
30368,12993
51820,39618
9813,6359
5559,5096
14497,6619
28450,14411
10793,6359
16332,8806
2470,24031
27376,16027
24571,44633
41094,4096
31169,4425
51255,40578
6763,2575
21177,2275
16197,10632
1346,3271
2514,10541
13273,11422
4492,8192
4510,7369
13389,6330
7998,33150
8615,1212
56571,57256
23434,13654
25747,11349
12967,980
21163,20144
25227,12382
14850,26153
37596,3883
40736,38713
44299,2332
2126,2456
28942,8792
805,5908
1690,2270
20624,13786
4161,618
6645,6609
44151,14925
25733,35870
17614,45105
59031,59025
4902,3233
7321,2579
10611,11416
760,9465
51561,32656
45664,31952
28998,25686
28889,12899
9089,21143
22471,14043
36435,11623
38238,23252
49251,5054
1838,1435
58889,5023
14845,1038
27055,1295
43858,40599
9400,9566
22599,17083
26538,20153
48781,16720
35720,15806
9184,7403
13018,4542
27361,17875
45438,19920
59158,22886
12445,36
11170,7995
58392,53108
34894,23807
45208,25725
29617,14812
20566,11407
14250,9241
1352,1363
32532,2259
11824,14027
11192,36316
8358,28084
38140,27201
7103,5527
44802,9251
11338,8442
18206,9822
53692,52859
40349,996
55352,39777
30069,11794
39254,14915
2040,1150
5598,5146
22012,9310
52946,38616
58722,52584
8811,3168
10909,5719
16344,6082
13682,15274
19931,1437
10411,4263
382,5798
36275,23487
976,3075
4106,2918
34711,14710
36934,1674
35593,11100
31577,22958
7031,8495
56460,27678
19006,8062
58821,48803
37242,10168
37734,29063
57760,34970
13702,3403
7182,1401
16223,9452
3320,21699
26514,23187
5282,4290
55670,51499
253,2553
7727,4240
44394,35487
41184,9391
17010,28034
13291,39848
57849,3379
11802,19708
21493,17597
29100,18404
42115,14588
9239,1551
14368,1546
3474,894
53708,41263
22627,14220
6780,3235
9172,285
5610,5624
5883,26091
34499,6995
50920,33691
31324,3622
41929,5036
53582,20886
33925,12894
55012,33482
2797,375
14189,5442
3861,4348
25927,13830
1050,1859
310,1008
8810,7417
11639,10473
19123,3012
30562,8352
18084,31277
21776,22197
42244,21497
6626,36108
38501,34363
37496,32671
53934,34571
7255,3324
50536,21803
25217,16836
23171,35304
4291,3327
16240,14614
1642,11448
41283,19056
42631,38967
13657,6556
55057,47345
59494,36041
21873,42506
19674,24928
17123,34711
16307,9809
7015,20167
6149,11801
54327,25254
6345,403
18104,8404
11408,7921
3173,2665
12592,29585
4685,3853
48410,21108
38230,8502
5394,2383
37816,21222
42819,8372
2009,711
52043,46528
36907,33902
47310,26851
14248,6022
28298,7165
2939,1824
2976,790
9802,8005
22244,16007
16875,6053
25296,16233
24975,14430
3332,17937
23808,8562
2725,4153
16175,8455
42030,39157
3132,1504
48760,26306
23202,14350
7106,6695
56448,8033
9968,5995
20208,9385
27073,90
27561,14500
6374,13787
56050,32532
6488,6184
1046,22860
13061,13127
16638,4381
23425,23535
46098,5242
7779,13298
30491,19057
489,241
12711,7292
33955,7064
22723,4802
11327,10695
24638,20361
3146,11347
13717,13821
25853,5216
19938,31713
27215,10876
5452,1362
10313,21277
28811,21819
31481,17300
33882,1258
55674,14218
379,33471
4364,37418
31490,102
6695,1760
12690,7116
9331,4422
41967,29438
12440,1850
21361,2241
5007,4769
32333,31740
4702,6320
4062,612
26604,3509
10280,7213
45769,27567
34482,44834
2182,796
38378,19942
42290,219
13573,16472
59046,41918
24903,7941
35192,19607
46162,40085
9396,6468
11905,9889
378,2418
18890,881
39686,13227
7803,3279
15619,8212
59379,21947
22018,3136
2415,12829
11055,7495
5969,5146
46633,26611
48733,23002
16880,3250
43082,31075
5,4
10191,3725
43123,29436
43565,38840
19588,33480
6594,6408
45382,18844
43045,32839
31164,56834
33402,6462
4327,1866
32262,24047
53005,14677
235,518
58251,35696
5220,31250
21130,10572
37314,5901
44009,2948
37056,26814
48313,13322
41123,22690
17611,24945
45042,34998
49035,28100
40530,792
54251,16508
29365,50973
7725,1616
45321,46263
23433,625
46067,8963
895,793
37043,12234
5077,3661
1827,6363
25660,12127
23514,14816
3891,6993
4760,5893
20518,14143
18257,6836
13556,4606
29451,2359
46497,2088
43228,13217
15856,5679
48035,38118
23212,13091
1240,9597
30773,698
42844,2312
42503,8228
21332,18108
7080,17158
38643,33815
47786,30729
49561,42780
39353,11787
38195,8275
6816,14323
56264,45225
10322,2975
54727,44598
29353,6444
38251,4848
4687,2779
25695,23472
2735,682
34140,20680
15078,18466
36976,8847
21843,15998
17272,9235
11482,15745
870,326
3165,1278
22086,19260
7159,17110
3819,21375
31393,25361
162,129
19436,15934
22145,43177
22906,28522
21534,1432
41465,39280
15201,28216
23575,16778
32002,5630
2141,2944
36474,19298
49657,33114
3438,12225
45945,40000
36817,31062
51705,21839
53911,3001
412,255
48819,28243
44467,39960
19559,5619
15341,4775
7764,7305
8893,4429
6235,4958
28339,13945
40443,25406
16064,10595
37805,33802
5880,15550
11342,5841
29420,17487
18586,7035
8519,5999
26815,14802
22281,9711
31902,1013
32242,5112
46007,18972
4099,1633
27884,11449
45145,37619
36454,5751
50523,10558
31003,11813
19107,1383
49379,21762
4187,6612
38673,28263
36048,30249
7410,21797
1093,4313
48700,303
5877,19583
12521,8914
919,17670
46401,30560
35023,15771
4327,5550
23090,10093
57601,23192
10063,7735
29173,10359
56072,15018
1138,3121
55523,18494
107,2359
21496,5454
34069,2633
11802,3915
4159,1141
34405,21316
30384,34443
48771,27449
25247,41725
39568,22815
51008,46368
1002,44005
44473,14829
41093,16985
6344,5520
4823,6392
9094,4069
26110,23181
20497,16007
211,423
37111,12918
6094,5746
3975,1927
21743,18571
42285,28156
43017,19792
27124,4944
16277,2390
18091,12607
20708,10373
210,164
24817,5377
45407,33947
7418,12133
34253,31890
5467,2219
5142,3325
25745,56100
1667,1573
12982,15193
12605,23314
7931,3534
15021,12772
8397,549
52579,21822
19062,3918
26915,5192
55567,40776
47550,3056
35419,19454
59057,53689
42465,8010
10533,673
647,37654
17112,13440
15195,9532
6773,38317
11019,17136
3142,23175
42367,19721
40689,18208
3805,4511
21355,20247
16024,17486
42,302
2932,36838
37423,21587
56256,958
24080,11815
15352,15038
4798,3799
6658,7626
50143,21137
6276,3706
30517,15529
11645,3368
22275,8852
10531,46558
25586,14298
9151,33233
29367,1486
1562,1259
3384,2754
5979,418
10364,8767
12212,7417
37727,8551
9715,7751
38147,19659
7414,1508
51245,16625
24118,29929
26885,1864
49333,41747
34787,366
806,2215
52202,31243
32350,7324
27519,16162
47732,9939
56871,5052
30287,16101
10671,1711
14847,12168
37755,3448
921,389
6509,32868
38959,5283
9515,38275
19868,13891
31804,31457
39692,40395
55363,7024
55788,53181
4051,3176
48357,2015
3691,5169
36067,6987
8582,793
15091,7596
13652,2310
16325,320
3422,3155
15504,1774
46920,41371
48925,4271
2184,17251
57838,37714
56479,15340
44564,4061
4074,565
22515,1497
24137,23300
50640,19316
9672,18001
15114,11389
584,133
13563,17277
7763,6056
13960,3203
6090,24619
3467,8683
56961,32406
16781,3759
15820,7033
6420,1118
2448,316
1155,745
6137,2459
3925,1771
2325,1126
12062,1619
2699,4021
13331,842
44935,28918
16769,4312
253,264
13474,8255
9202,1016
4072,2272
358,4234
33833,13961
4843,9494
41660,3868
49808,20712
25349,23353
5358,4693
954,1520
967,16150
15550,2776
27307,18822
30083,6853
36630,15892
14993,3432
19572,10348
14555,25914
41553,1381
17489,6823
11307,8613
3771,2703
4928,1582
34725,19436
15940,28996
50630,46304
22559,1841
27217,10178
17867,3182
52661,26668
9409,21035
6946,31099
49169,17105
1366,5492
15351,10780
4118,10513
42432,38705
7309,26118
9012,7238
16125,16067
4788,8869
24090,21830
50380,40225
4137,14529
1588,2115
33960,24535
33252,23826
7041,15204
58852,56685
14915,1075
26905,27138
47516,42343
9268,6926
6063,5594
3822,26589
2216,5464
15356,14161
15663,4416
33587,13304
23,3
14178,8384
13428,710
5473,1735
18650,15193
28818,46487
17974,14388
33644,46178
22758,20584
7753,23009
50631,14287
59001,21156
30960,23454
10873,7987
3136,551
16440,825
42635,8442
35494,14326
30245,11766
27831,17275
8195,6970
56594,14027
17497,11754
51732,30967
29429,7930
55566,44766
32146,20120
1135,3297
16778,536
7241,958
58206,33540
25069,3743
318,1025
47453,20104
4558,307
3870,35
21396,29300
53718,18490
30383,8733
7871,7192
4618,10772
23527,2026
1140,1595
29699,6390
12616,35233
33315,55
47187,16602
39298,6071
14543,12395
23693,21223
7974,4919
32399,6664
58264,39351
8699,19362
7347,9374
34264,19860
25264,29041
40001,15182
31808,30316
10942,8778
46909,27149
8328,1167
2047,577
931,8396
36481,2937
5943,17937
37836,5536
50441,35631
8643,4906
59034,21347
15668,10282
56709,20289
4019,961
40852,21324
49601,3383
7869,9407
27227,47917
15973,18255
32090,11627
28426,3873
31261,3854
5941,2388
8300,5396
1736,343
31035,1141
17201,3873
3208,628
20491,17882
46139,23778
2373,3784
14708,1847
36699,3509
16296,28107
55814,31809
39478,22501
30866,27090
32813,5790
2851,5693
6099,1599
15474,5984
11275,6916
27692,8494
18519,2673
26501,24774
24402,44270
34695,18834
43910,3925
5660,148
47094,36262
41097,19896
8955,51938
17274,5881
12726,15476
10336,4975
43235,12650
3021,144
25257,8541
11802,7422
3362,76
10876,17275
728,1484
22069,15572
29461,14196
14784,44920
11977,7254
10996,6781
35431,22163
4680,1989
19113,3513
13850,7340
10467,10180
12120,1766
52512,44430
7652,14628
23744,17010
15445,8093
10561,7314
24743,15140
28030,8171
27618,22860
4355,2777
39283,3984
1718,3121
53318,1571
6909,2892
40179,14902
17481,9125
5268,13039
12859,2409
40726,638
4535,6724
45837,1270
42507,3217
29214,19002
9884,4797
5577,6210
51796,46079
5176,39033
8443,8132
19402,31771
6560,2627
4355,9061
21644,175
29123,21721
50065,31164
41072,8676
51570,2009
43292,17404
27058,15195
20854,13637
23891,17326
29468,5237
33432,14159
37193,33340
216,408
21248,4607
12872,2961
27848,2214
1504,2333
2660,19073
20023,6660
10777,8498
46905,6226
9710,19374
25568,26301
25232,7468
25475,25381
3658,488
48847,15806
54096,25448
42822,37440
8901,29044
58764,39934
32922,24490
34053,19771
900,7572
20450,18640
6164,3863
38125,1964
917,954
10633,17972
2518,837
22629,18228
8739,6822
16848,15693
39936,20701
13142,12596
42170,30332
846,1798
1710,3035
6125,4721
26041,52237
53474,10934
2104,8866
27810,5176
27932,42873
14273,7199
45584,30576
19848,3170
26382,15102
21832,21132
47812,15931
38937,37658
39788,27666
54753,15080
39963,24740
43336,5778
44168,37277
45368,25975
29198,13108
31555,1329
57371,18601
58774,22975
1320,943
86,1109
46302,29485
58510,26354
6133,2120
2250,2034
2518,37672
49993,17850
57949,42417
11575,13151
9355,2366
54425,53777
39333,30481
51034,34461
16115,26961
31185,25571
31511,2176
3580,13947
8917,4177
518,207
20035,13467
13877,38418
28423,14185
10354,13635
18695,15279
16499,16188
12146,27951
37614,20772
1765,711
12134,4889
280,344
50931,35885
14739,11860
3291,20003
1060,5053
43813,15881
132,316
10742,8791
11904,8736
39024,18128
4570,1632
7132,7402
34783,27059
9106,7601
10447,6305
49224,33567
11116,5105
18268,13217
62,4
808,12795
1520,3928
28115,5015
33316,27454
29903,2874
52761,20125
17204,2593
24508,13961
18629,11892
409,3419
35095,5301
46961,26489
11131,3102
12193,11616
43275,39801
6119,5768
10256,422
10427,6267
15474,16364
36852,20673
29465,20652
44713,17387
43840,13162
20910,5705
12800,18909
50989,44439
25540,10790
37260,20620
20991,18512
13633,1617
21119,2746
52641,18671
14939,10961
4817,4502
6380,1502
3966,1925
40299,10616
56774,44091
6121,3411
36294,20115
498,3725
20693,17755
7821,7577
84,990
12173,7440
4149,42621
24630,6419
183,922
26785,21415
24872,16593
55007,44034
36383,12639
52782,33532
17853,15719
13133,10637
14145,11449
20677,12235
1506,872
14924,12218
31550,29556
39154,22875
23336,1802
13399,14197
33517,1042
39373,24480
7771,40093
12657,4260
8550,2057
32653,17080
32647,21958
20540,13844
6888,5693
50721,20829
31209,250
42897,37957
24049,16808
8058,449
38833,6108
23747,8682
32232,3210
29307,26289
29178,19684
11065,2518
53364,44785
10935,644
28751,571
54841,15563
56890,28060
20827,18660
2918,2870
19272,12337
9976,1675
41752,16981
1569,1172
33712,40140
46225,35108
21890,7312
18476,12692
17540,1574
5329,4028
17635,15683
25959,4588
3088,2462
50931,7793
1783,1047
49067,28483
17858,16695
14679,12911
48832,4260
13574,10321
6095,5900
7309,20865
21757,12231
8688,6847
9820,1578
35481,30629
1409,561
35752,31699
6797,4968
4791,7937
1865,1432
49994,485
58742,27394
131,374
32243,41245
24468,13249
32102,24672
11580,8514
16433,19605
3366,2914
55101,45559
51553,10539
41139,27947
21665,4468
51489,25919
46479,20859
4868,4071
33823,4935
20328,87
49410,20254
13532,15042
36819,12271
7790,3727
27108,23193
44695,7378
21932,21096
2203,16544
2227,6239
1370,1294
14577,14439
9641,6338
33422,275
4405,33947
4487,6957
7989,7235
12298,1231
22848,13158
33213,6721
10034,9830
23277,10439
56835,14079
32716,21323
59326,45534
2924,3095
6827,19116
19187,7176
23245,9314
43197,44722
905,872
24923,24166
8482,7479
54155,15351
26343,17168
13912,32290
16193,3100
9177,4751
32131,17360
40044,10454
8619,3658
10060,1857
16357,4554
18513,9724
48104,17261
32989,8606
32928,21230
43380,24642
53028,19877
50981,13509
6555,3718
26552,2020
32551,12594
1428,2250
23057,22531
5791,6713
5235,36525
13774,38126
6837,1740
29933,25055
4667,7004
8682,37641
18050,30874
54629,22371
21975,6110
4429,2722
45277,28360
12727,8881
182,7867
11507,5327
41132,8369
2977,585
47109,25179
26858,10301
29570,10670
4684,6900
5352,373
35057,24639
8043,5216
35486,3499
32584,20776
34202,516
31127,37807
60,1165
31799,28652
4793,1865
3139,1539
14806,11291
54985,27330
28793,23981
29041,9219
1196,157
26266,12089
1493,1401
4924,3647
14471,533
18566,7492
282,11956
26484,1145
28943,19801
38350,2405
41008,33254
4962,23336
22733,39653
20701,14838
3989,905
58814,16304
40751,29961
53886,47012
7722,12683
22576,10431
45934,44082
6229,8546
33699,16628
20438,8691
6062,6325
62,318
2632,17329
26383,17651
29387,1016
8486,20954
5198,2519
56030,5677
14102,2819
53222,50610
9971,7676
26837,30741
31398,24861
6291,42630
24109,14820
269,81
2691,1663
43616,39967
9130,55
17150,10477
27388,7539
32538,12728
18667,14302
17025,23671
19,8464
2294,849
15729,3360
34162,29188
44178,8305
14748,4520
27648,15468
57858,1635
11846,2033
2387,32562
16035,17529
5842,1187
2,1
764,13155
4865,7077
21672,10110
33638,2668
4863,5950
24166,6138
3287,13336
49459,17610
52743,19176
26078,646
28958,37944
31122,18528
57273,30608
51456,22293
5576,2594
1221,491
889,786
16993,1317
21647,11922
7025,183
32809,18021
17734,5458
33851,24033
34513,32233
20600,1340
34470,28966
45283,35383
11670,7947
15180,2410
55461,35222
18697,1926
33433,50217
24088,4297
2975,1062
45770,39877
2905,11391
417,90
6909,4204
25004,9764
28583,19057
15134,31751
3521,1
19135,13522
16348,3883
37192,34284
26341,23180
1433,1420
13938,18569
34082,101
36114,10932
28570,18258
50798,19638
4892,1694
58419,50365
21997,1326
29459,15824
36728,2800
1261,933
45036,5061
35461,26646
36715,11311
10513,3695
24014,23516
33133,39469
43047,16602
2271,1390
16381,8031
14301,618
13244,4534
26886,17493
48242,30087
16959,4505
24416,16265
6619,18205
3838,2939
48502,47646
27499,7722
14107,9057
15172,12092
2561,345
15667,3667
32079,15960
4511,3984
34077,17996
7475,21548
24974,45205
24321,18890
10821,5436
23435,1561
56218,20205
20007,11732
28294,15954
8664,5490
52270,11717
37621,5147
6053,5297
9983,1358
33723,31762
56785,39102
31304,7220
11993,9261
53404,32897
10977,4618
50223,34675
18143,16412
14692,1802
45340,32389
5111,40101
23632,18437
2922,20427
19851,1406
20339,1359
8590,22785
13374,29586
42752,16055
56617,26279
13097,1658
8752,6597
47766,29901
54443,35262
32916,31285
24510,11145
56186,56029
20769,10894
756,139
205,699
38950,26494
16949,29635
50267,42385
598,27979
20329,15832
30890,29923
4190,5688
26399,50027
3379,4548
1151,2255
19393,13425
8389,14548
44931,30835
44256,33661
38148,29993
42880,6069
58124,56352
33002,12496
30430,24060
0,10
47912,33307
58488,52640
10543,9137
32484,15008
18870,10617
1600,2016
37784,9490
15427,12535
35921,12830
48598,4655
10387,4494
119,270
25451,19809
31956,9545
35285,2406
1691,668
6578,641
315,1437
1896,2894
42297,4656
4225,1206
31640,8946
2774,3877
9859,4520
25267,11115
4571,4897
18302,15157
44037,38379
41610,39782
15719,760
7734,25454
26650,18309
11881,29285
20937,30872
42710,29059
40105,7616
48757,10722
49369,11642
29219,7391
13877,2276
30197,36767
27635,39555
33051,27006
23637,22444
52260,24028
95,3823
9295,5572
