a,b
5863,1198
27959,158
17776,11653
27962,25973
9305,2724
6869,8443
9721,10553
12822,15790
8447,11734
3314,2035
6203,6112
7627,3527
4761,4400
5159,9411
16658,10627
29750,19287
6110,14382
2412,4090
14162,2254
12483,20929
7118,5242
2858,2612
6182,6512
21321,5767
28983,13424
28834,25448
5901,5508
5165,6180
18164,4980
10174,4584
6652,5302
1374,906
931,25385
15718,5176
19227,232
4080,2035
350,466
8750,8791
6573,4149
27,29
7267,6328
5698,2387
15578,16468
89,324
2380,973
550,459
2590,2484
28301,19686
13172,2698
9068,10737
107,88
13423,10766
12579,6447
3704,1733
1453,956
83,0
9064,1990
7513,438
18964,910
16433,10287
21497,554
25469,20840
1179,5337
23210,15251
18384,8897
6110,6044
163,9
11993,9595
7930,2756
4580,3650
1742,668
18898,5184
8271,21197
12877,12451
1232,1225
681,597
27974,10090
14357,606
17812,3101
5636,5475
2529,683
5793,5823
17463,13956
5506,432
20086,7134
17547,16228
16384,6106
18926,6181
512,372
5377,3825
9739,989
12056,6840
437,5354
21761,16327
16716,4682
4098,2628
16057,15836
23534,11037
954,952
19028,12215
3641,158
21500,26251
8618,16202
18862,1316
24095,1893
13179,6502
16580,18331
29821,2840
1221,7350
14269,7502
372,708
2984,2874
9343,11964
23108,1706
17322,16615
478,1716
722,590
2404,945
2420,1556
17574,13311
11942,23326
83,1528
20344,17262
4975,2269
3359,2306
20891,24994
7319,8973
6667,2125
2862,14806
13889,853
9368,8646
14963,4090
24593,23648
8975,5151
14795,6627
2416,4118
19294,11914
8074,6593
9411,226
5915,987
4267,2981
28760,15409
26304,23384
909,1989
8518,1172
1430,1065
25599,19096
4611,2628
17186,8529
14975,7745
22154,18569
5343,3334
13196,8385
391,4719
13532,976
24722,22084
4792,4622
5142,4466
5682,5244
10071,45
23674,8780
28499,18549
17930,6277
15657,13115
841,366
20661,19738
2205,1887
7721,6019
21101,26469
21497,13306
1901,145
11400,18343
8619,4210
10097,4955
14619,4823
4248,2482
5649,224
5820,3875
13156,14448
27391,24086
2256,2304
809,2206
18156,7902
1686,2141
17576,3687
4483,27527
2429,751
16710,18631
26264,13756
22844,18952
8026,2463
17232,14081
28791,27482
18137,1615
1016,448
10288,7725
21837,554
941,3671
27804,24388
12264,9399
17532,8521
13654,12453
19449,7020
118,1203
13306,12319
10108,5684
11128,7405
27316,10889
10397,3374
24816,494
609,672
13821,9188
28364,18743
28832,19816
3930,22415
6375,4686
23804,8318
4244,10709
1803,387
16728,5849
18546,11047
28532,23965
16775,511
7160,3884
22274,6254
23760,2066
1749,3380
5579,497
12664,2269
2587,20020
27913,13346
12229,12305
22680,27835
11845,7373
1546,370
25639,16004
26594,15639
27410,14889
14413,8670
3443,2528
8371,1822
11199,11229
3446,1869
132,165
15251,6308
7189,13251
2944,8364
1372,1551
4461,2076
21885,6188
18998,5981
23260,8704
18025,16594
10820,994
4984,5387
14425,2518
22462,3584
7187,935
335,4803
23905,27856
131,372
1625,614
28513,6990
4787,5154
3019,1019
7865,1364
18249,11410
14615,8050
17532,16132
3627,8708
21180,1086
22891,5259
3473,2943
22520,13166
20248,7555
18424,10637
5792,25149
6027,1267
19281,15780
10192,8492
9991,24041
5680,4582
14767,10166
15342,10620
8177,1064
16708,6215
23207,18606
24537,11852
19545,111
21486,22723
7619,1700
12648,14906
4418,4103
4402,5504
823,14724
25113,7869
13163,22276
4145,1961
21058,16284
6346,12017
29043,796
23648,3443
7223,10845
3373,1001
28830,9112
17746,14208
8564,1465
5913,4536
2302,6743
28647,26215
27686,15102
1294,8975
8223,2135
12302,6089
3158,6303
9442,8708
23363,7566
21960,11053
19020,10432
24275,22992
12187,10770
21937,724
25091,2025
14060,11946
10057,8216
15120,12846
8124,4262
9516,15971
12647,4994
27401,6810
5564,11071
13160,536
4144,671
25019,7820
29786,29283
5247,5690
1557,803
18533,7374
26608,9020
26618,4104
3022,25397
11319,13740
4146,4072
10645,12071
3073,1150
10788,1248
5223,11956
11105,19746
12765,3132
8178,5334
18728,14477
21586,18457
13186,21567
24501,20520
5556,2592
1805,1638
13767,9476
25811,9528
17340,3686
27615,25962
9173,4563
14393,1098
18834,14199
27527,19779
12482,10438
9153,1111
4325,21478
14041,9848
28269,3783
13976,8653
14674,2056
2965,24217
916,633
1456,1322
17635,20150
3435,37
12146,814
3542,4878
18333,6533
11349,20696
21226,13026
25958,21801
1448,557
16583,1051
26542,740
23673,3156
22869,1639
18477,565
27771,3446
10595,8549
4935,931
8647,5230
6715,4757
4462,3091
24556,23270
27985,6324
19124,8294
13298,1449
4462,686
21071,11844
3402,2390
11995,21481
11183,3921
20306,15338
1411,1922
10604,13696
11353,5575
7945,14327
27112,13960
18236,6433
11813,8960
17893,214
28449,26762
7637,3768
2159,1713
3001,11644
3506,5718
1196,1934
25239,3114
1256,929
15305,14281
22960,13079
5424,256
513,294
29782,16893
14225,17645
4458,1334
2842,3058
23565,1942
16493,13249
764,767
23328,18901
6430,980
1787,749
14281,11613
21572,5050
2351,189
814,687
16603,6885
4689,9680
13920,6947
20894,4185
2694,1605
29348,25802
18357,17045
13684,1976
13955,5165
25324,24780
11782,5566
11437,7931
7037,1068
1399,757
9833,4030
12962,17036
22223,11142
341,2193
15811,1447
6700,1084
4460,1353
6847,2539
25760,19936
5668,9084
21226,811
102,574
734,799
27934,20292
12787,21962
29009,27408
10412,10089
25371,16278
19414,1556
19756,9460
22968,19131
12022,12367
26566,15264
777,23
11494,4788
8855,8064
9074,4755
8594,7135
9187,4208
28028,20153
26989,4748
880,285
13389,11365
15608,2393
3947,3585
16642,14841
55,4140
19548,14471
23351,2521
1308,414
19625,14511
5593,5285
19371,6935
5810,22589
1495,8172
2867,779
5164,1256
15225,6161
12528,13514
2955,2792
27684,25988
19819,18108
3470,14715
11762,9203
3985,3280
663,24
4896,3741
19,2485
22200,4243
7290,1211
664,4253
7986,2306
23266,14081
6321,2594
4759,8428
11761,3277
24408,2422
18002,459
1525,1805
1508,1289
10129,9373
2535,3149
20878,3782
28321,23919
5077,1353
18914,3469
4786,678
5087,4439
7641,5313
28334,21984
1150,505
19901,10927
25070,24520
1761,820
11838,11430
5763,8534
5078,1329
13520,7816
1957,2034
8240,8279
16369,13983
10503,9526
4476,8659
6212,4128
4204,11111
9579,7520
1913,5952
1259,449
15906,54
21420,19583
23317,7743
28270,15297
6480,11065
27818,6550
19103,17899
10045,4700
3850,3179
28279,790
27612,15573
4923,4199
25937,2169
19138,6735
317,1860
26047,12960
5650,9428
4486,9203
13247,1608
22380,19195
1308,1226
9685,8668
6373,2066
3119,104
5,92
12650,16733
3723,1802
2678,1915
21940,16610
24341,18177
20382,10391
2210,749
6129,5081
8036,3233
17848,12575
387,165
29500,11345
9758,24003
2486,49
3141,1895
14112,1235
10045,16852
13308,11299
15916,3301
5020,2146
11565,3516
19234,7063
19247,267
7052,4324
2834,1513
446,531
3839,3041
2257,4072
13343,6438
5980,6058
16218,1056
6396,5052
14340,10478
6024,3689
21641,7908
26275,9469
5996,3421
10095,9605
21610,10537
9218,8935
25678,23339
4942,7269
24656,9417
57,12133
28396,19308
1182,8631
13004,7321
17686,6035
22889,13610
4140,16235
796,21805
1177,1416
1237,8653
7091,4479
21093,11977
9676,282
25365,19464
999,426
12686,10638
2049,1440
5287,10147
19140,9418
5287,1518
1534,2240
2213,2086
512,563
2703,3070
24851,23492
2784,1458
9790,40
22029,9957
2531,3807
15117,15057
24013,10120
3497,2290
7532,12157
6596,4180
11862,5738
6551,71
11741,2246
1304,1362
6844,2110
6799,2169
760,966
4885,9271
1146,4610
6004,5149
1410,310
9170,3699
26818,12790
20622,17250
21016,1855
12142,10841
12481,3131
1482,4140
24065,10610
2125,8030
10304,2206
16947,5633
717,10
4304,6317
581,1215
13703,10485
2943,178
29627,16856
8804,4306
17846,7982
27669,12611
25657,21472
3476,6281
9633,8359
1793,394
11880,10982
2478,3677
26049,19071
26208,21633
289,6264
5227,2987
7102,6254
2172,893
18392,16187
1802,6863
26192,7163
24101,14703
18314,16628
15713,476
3340,2602
15739,6847
4531,193
8524,8035
17103,2626
26840,5820
5131,4194
19928,9989
23806,19324
69,559
5886,9930
16327,14929
438,764
1270,737
46,24168
12622,12662
16040,12238
25407,23229
26951,8321
18976,5817
24616,17013
967,6343
13679,2794
2239,1868
18823,1764
24843,5143
15687,4542
6779,2276
3422,1247
2799,132
13211,6504
1246,281
27350,13226
11144,1114
14915,22779
21276,9688
3,111
1988,774
28352,27316
16350,13859
29327,7924
18607,10549
28444,1545
25854,7647
150,125
14950,14902
18882,7695
6554,9228
2180,412
2053,170
7886,1983
25286,21788
12575,9134
13865,5878
3886,16769
19026,18034
24310,8778
16497,2894
3354,13235
11514,5682
4394,3048
18265,6896
5074,1654
6370,2620
5734,3078
552,353
12720,19875
206,38
7032,9635
5797,7489
15189,7879
27821,7178
7715,4283
2567,3843
2043,1722
8740,5052
18750,1274
17130,11693
17077,1783
8268,11057
17694,6489
2518,2558
1700,3808
18376,4153
2388,5143
11179,8817
17286,9131
24819,23783
20076,5895
22595,1662
17763,17756
25109,1925
520,4071
25845,16869
928,412
23047,12417
1748,546
25056,9235
25491,10842
7644,3139
3816,3284
2785,2184
27236,6841
17530,12580
10942,17479
28178,3828
464,7244
23556,22012
18854,16092
19082,1638
21298,17092
7143,6354
4113,1919
5233,994
13985,7300
25408,3047
12037,9530
27765,11270
9352,7707
269,287
1416,15643
6035,25480
10148,12701
19592,5283
28682,27134
25258,13383
12223,2757
2801,1332
882,1479
21830,1379
4519,6768
7807,7065
9935,4521
12012,2800
7440,2738
12477,10501
992,762
3488,3183
12049,8490
29154,20286
2785,4049
16595,568
22222,20929
4034,950
8888,6881
9887,3796
8432,313
631,18072
12000,738
16844,8502
7489,1112
781,247
9881,6643
26740,20160
15501,12232
13426,5394
3952,1521
3324,1668
17785,14897
26670,14430
27859,13341
10227,1319
20262,13055
6258,3972
2974,1642
23051,12609
28875,2758
22743,10046
27675,14657
4905,4206
506,4218
11104,3539
27407,19713
2826,13973
1310,4170
5482,27
26689,5288
26850,10211
9096,11036
11007,4162
1804,1545
18067,2578
1887,1992
18007,232
79,417
24229,9114
18900,2483
2551,11521
18675,6413
1377,8541
3878,2096
132,683
11008,7548
55,2148
3086,1692
1494,1421
19834,10108
590,70
7151,1355
4494,15450
112,2805
9552,3648
11404,4560
10104,6624
15858,13310
1544,687
27384,3698
21531,15029
12237,8815
22136,11524
1029,1338
17911,10720
22208,17181
19166,806
2011,2464
6667,1386
12850,9455
10950,6817
15069,1962
4796,533
17889,10
11221,26514
29180,18009
2957,833
10675,11314
17660,1183
22362,2606
2415,259
1821,437
4311,1929
14193,3234
18788,14550
5379,3908
28217,11126
23221,10516
2935,1157
378,13908
8564,2612
7779,1525
2674,22535
7233,2725
2268,6306
13377,12627
3928,2114
13174,3819
21103,8691
4335,9262
6404,3851
6400,2586
1570,1736
22731,15043
14171,14535
16,411
514,438
11822,6799
4939,14354
18282,14690
7736,3838
5207,939
14159,2814
10283,19357
10531,3625
13799,6399
4195,1245
8848,1337
22687,6644
15943,13974
20994,19790
16651,15692
7123,4840
5276,3275
17898,11974
21893,12787
28490,19055
15191,2403
25591,15246
20366,2144
7382,1853
29075,26678
8233,7397
1372,812
14851,4977
4524,6691
17130,8870
4744,1054
15296,5392
3980,1918
26849,17244
13136,5049
5686,10923
22510,10658
32,10397
21489,18321
9729,1364
17922,1370
26647,7524
13121,9717
5218,11037
18240,9716
845,206
14906,630
14856,6752
11662,7469
9360,188
8822,15333
24739,4382
25522,688
4014,832
28157,4152
5574,22806
27598,963
25683,1111
1859,3825
4004,9117
5333,1979
16785,22791
7773,7092
18869,13315
17917,6156
869,442
602,2507
7749,3287
18317,17420
13881,12158
10089,1857
26236,16311
21715,177
14955,9507
2836,1024
12311,7668
10835,2031
23934,8662
14333,6615
20794,15454
18696,978
24653,11794
24409,10152
485,8392
1522,2338
13511,13624
6764,7556
7149,702
4760,4182
8287,670
2974,10137
18681,470
15376,2060
8368,1900
1926,5604
23541,377
25198,19345
23629,7266
9732,774
7269,3846
9763,3392
18681,27302
14920,10847
4922,1509
9991,5936
25531,15620
10422,6890
3091,12980
8962,6664
1426,165
26844,854
2739,1164
7208,4668
29059,11389
3391,444
11106,8208
15798,820
19381,13295
26155,23143
16192,8474
27589,21642
28504,25278
11034,10615
9499,6681
21583,4136
13171,7872
13883,12957
13986,1392
25554,5270
73,468
6662,5852
9091,8554
28152,9563
11075,1844
8362,601
2959,9665
16240,3841
16662,12701
6011,15657
14071,13816
1525,8562
10205,4560
164,2080
1495,1605
464,1290
1538,2738
5257,3074
17462,2065
26011,2649
17604,10875
25174,15539
10059,7223
4871,4638
11268,7084
21132,3153
24145,18584
7724,5899
1423,777
5545,1311
2440,5062
8025,10068
25525,4740
2437,5122
132,2464
3603,2133
9993,1690
25165,17580
12377,1419
1821,3506
9360,3553
171,3639
1710,122
8742,2317
4193,3508
139,2129
11555,3555
28383,13650
26210,21151
167,91
3158,2938
19585,17775
25461,6558
13245,11041
15627,2971
20016,6895
22521,22260
17944,14977
7655,5303
26869,25805
26630,21065
2575,5727
23781,16217
15807,8982
26201,25837
8806,3344
5026,18545
20476,11282
21044,3255
17631,21734
4123,3924
22175,13512
9771,834
4338,1659
21976,7418
25561,23936
20156,6465
4972,2046
6379,2389
11543,19692
778,576
16623,13262
4934,7482
23837,19461
24661,19219
402,300
5075,1747
22857,431
28387,14602
18249,131
5882,700
13484,787
2650,2920
3439,11915
5633,16646
1414,1304
9592,9632
2833,1137
11160,4127
14201,1276
7595,5802
19199,11944
10900,9891
11069,15464
5899,13768
1676,858
2976,2483
13339,20847
10587,4042
4855,1498
3806,4894
27266,18104
12720,11693
19268,9162
11167,413
5591,4255
4757,3446
15712,7737
17496,12186
21945,8635
12009,12369
3421,729
3370,1161
1306,6233
22116,12715
22100,6042
3963,8573
425,1166
10729,7630
14357,7200
634,320
4308,4660
1169,459
10552,17070
272,283
15520,6059
9073,17016
21646,1429
8384,7998
2159,1804
1362,335
96,46
15294,25227
27396,1548
11400,10237
666,20491
5887,852
10980,1890
16820,9999
3101,6643
2374,17062
20217,17605
3767,2978
2081,1660
10861,9619
11610,5447
3290,4883
3621,3497
1090,1075
2263,2033
3949,5637
8997,7469
23010,1889
16398,6625
1489,387
1452,17
2184,754
4883,6870
20201,5156
5979,3432
24117,18129
18373,2932
27819,21332
285,16
6154,681
10064,1031
23025,11333
3945,9083
20982,17240
2576,2079
12424,10231
8227,4650
1408,2802
4717,16304
27722,7129
12241,8450
22797,10216
15218,10674
9986,4802
1076,3107
12365,6382
9643,674
15109,14311
19185,12766
3524,16731
10608,1551
8467,6378
5506,2916
3742,2587
2793,8237
5007,749
18796,2190
25182,5525
2017,1165
843,86
13999,1380
17237,8780
10838,5631
705,11285
26973,1180
7681,7235
11706,643
8667,12524
14585,8205
1522,1011
12094,4446
3813,2397
25468,19014
10845,198
16854,25090
19299,15331
7440,6109
5468,1315
27228,25423
26985,3972
3840,2174
3280,5548
19186,12823
16306,17069
248,168
1835,12234
25395,16614
7151,5497
28689,5948
16115,13187
29208,26295
29192,3665
1567,12958
23030,17407
16460,14358
22113,18868
16088,19509
18648,14153
23742,9903
13284,10404
2803,1860
8884,8257
28480,2028
12776,562
29200,11476
5072,876
3019,144
28893,3174
11959,4766
5637,2783
11741,10961
8988,23434
898,2101
19943,9869
6949,1682
4267,1911
26512,3065
898,408
257,256
3341,3636
10489,1750
8066,12679
6315,1191
11513,5835
27620,16233
2798,2259
2070,908
1732,302
15038,14877
18123,15638
21013,23657
4669,3533
9167,22823
16022,15206
1343,22494
29815,22104
27700,15139
1320,6835
11661,18301
19835,2987
2244,693
7070,11225
947,628
3390,1368
6060,2166
20489,6598
880,8646
22351,483
5819,7686
123,13
24525,24102
387,4434
7147,1998
1451,85
27311,6170
22914,10151
28517,24586
5148,1662
14622,24032
28026,9053
13927,7655
15922,753
6156,3896
1357,4027
2962,3261
13242,16709
28033,22594
7787,7399
2165,2228
18609,16005
22167,9054
9487,20089
18094,24083
9006,6380
28859,28714
7963,6942
8941,12115
21625,3055
11983,25618
25969,8369
19764,4987
11072,8470
14841,2334
1432,10290
8134,3233
12540,5731
13634,9921
10056,9991
9890,18242
4102,2245
2067,1887
7945,4557
11427,5017
23461,10922
23956,9462
6797,5913
3055,5694
27705,26541
13116,2043
9440,4956
10809,2879
5903,24451
4583,3526
636,5401
8481,8065
14060,15811
6374,14958
9076,698
29181,24007
19659,16228
1549,2029
5175,7228
2821,910
28505,25339
22318,7086
1037,382
2226,840
9878,3036
24060,2247
5570,1658
20967,12564
4020,2199
13708,3655
29196,27847
8692,929
17583,15936
27240,23434
804,1434
2066,816
9452,2303
14165,585
15403,5626
24327,12467
5521,8570
5697,2582
1528,5351
23598,4254
11035,18232
4539,4464
14843,534
8186,155
10656,820
1706,647
25736,24310
2903,2710
23938,15358
6307,3070
23415,23106
20934,8941
27611,26021
16483,14951
8335,6213
2728,229
7377,4209
16388,12513
17266,6612
18165,17522
22681,21040
1475,1539
23048,1738
13777,11138
26615,1614
22479,20797
10781,9337
7096,1163
20666,5389
2632,1732
3778,627
17227,8613
6223,5076
16723,15505
17287,17208
8945,4738
15648,11526
8106,7700
5674,3008
8355,2670
11550,11078
13,3
9176,1766
22420,17258
11825,4611
11251,5091
12314,9968
19569,26960
21229,4746
1894,1358
2400,1537
13223,12820
11817,9563
21663,10781
26611,4838
18808,16369
23087,8405
13385,1693
21199,7654
27955,8310
7455,540
9606,1479
15241,15022
24084,6755
27250,23737
1526,364
15405,8900
15947,18582
8749,6587
4723,11279
21797,21433
24892,12948
4299,18644
11569,6617
28287,5889
29157,23198
6619,6234
13543,10805
2398,788
354,1002
1716,746
4557,1608
17402,13734
10425,4624
1565,908
1570,534
19965,205
13552,18223
4316,1152
27249,11728
25072,4658
11814,4293
6487,6489
2994,1932
5118,1045
3463,18927
22235,12175
27717,21005
12321,10918
8788,8209
555,7786
13081,491
11181,5709
18641,22217
1490,923
2921,1942
55,2786
6339,3179
14759,6599
12927,13144
29169,16537
4061,3032
7663,517
8403,8085
4478,6598
15622,24530
429,1378
265,257
8865,2733
22480,4323
71,23579
2433,1679
13163,3933
23335,17950
260,12
23343,14013
17493,6480
15993,10876
11049,7021
23265,23216
19232,6098
10954,10351
11218,6535
19289,5230
7052,6494
3318,3167
20157,8357
6626,3985
19443,6078
29380,28702
4582,11079
1531,870
14377,727
7071,12945
5662,4017
15505,9720
18635,2010
10254,2752
8448,8350
9926,1967
22336,7836
20280,6953
10755,19160
28122,6965
2344,5709
1542,2887
17005,525
8843,4194
26547,4058
2973,2442
17626,12547
29414,8938
25060,16208
25101,7707
8372,3177
27185,24025
12062,14419
5705,920
5734,3290
400,978
1420,5315
19756,7318
28607,23196
3677,1799
19884,20001
11331,4109
18191,1300
14064,13694
17885,1151
1616,6305
25288,24222
10325,2436
20033,13863
2743,3014
27851,25996
17331,811
12861,8880
13419,7975
13935,11362
5709,12752
359,2046
4370,5363
14827,11131
17645,5448
18498,18959
12553,10598
789,5336
12092,9619
4262,3684
15878,15561
11719,12353
27210,13738
2771,3131
8749,8336
13532,7023
1169,2362
9491,9335
2501,9985
312,341
2919,2440
1107,190
4294,4191
23911,21586
20880,13500
11237,463
728,3168
29206,10837
10813,4457
13585,7647
14391,4596
11253,6334
9979,7869
3665,2419
6221,5443
26037,16118
28080,452
3767,1430
2736,1405
427,448
3715,5500
12956,9006
25762,4184
10486,3617
5653,3826
8672,897
4658,5942
26907,15163
7555,5184
9610,9935
21983,9176
7958,5446
9771,25592
28419,2247
13124,7455
8485,6210
18019,516
5389,1537
18005,11412
3428,2908
20495,343
21643,1923
9080,4815
26813,23445
7959,9443
22699,21402
8809,7314
8184,7883
27817,8966
2759,1175
11181,4715
17675,3038
12824,761
87,8928
20359,1296
26055,18000
10241,11576
8119,1744
7865,1841
496,13098
15561,7075
20628,12852
17732,5444
1343,1361
23912,6644
444,431
9421,3271
12610,15715
15369,6801
19647,2524
8603,2092
16937,17962
27908,21324
22827,22510
15368,14737
14325,17809
13779,8788
710,752
4045,3861
4109,2806
13448,12632
1473,1402
18931,5201
21128,3637
27076,20091
28628,6219
18830,25307
6935,12131
10480,7957
12405,4583
3674,5103
3289,5643
23272,9325
20638,553
13183,1797
12534,10415
10754,992
14433,1523
2438,4504
10234,2669
9543,4520
5269,1677
1946,2073
27046,10478
27654,14163
14891,15300
21783,112
24471,6795
19394,2164
9039,11297
39,36
28249,2061
11701,7364
8240,3864
21530,4985
29586,21162
13511,8628
15941,13758
7769,5392
1,19139
1076,472
16534,16364
25816,20996
25618,12550
4453,11547
1073,1626
7781,1238
1781,1038
2990,249
16129,4379
5051,21945
7011,1291
13258,9848
3789,2567
6706,1619
11698,1546
17115,4989
18810,15
16764,2212
6013,1117
3944,1271
14490,820
4879,3267
9804,6930
3754,1940
10278,11256
20454,5432
17042,8456
15786,2723
17507,10158
11753,2300
28415,27180
25714,12444
1202,873
23170,1538
1726,12019
25745,699
3916,3011
918,77
4971,837
27714,11615
27010,24557
12597,12677
10802,18940
14141,2254
14657,11681
27863,23161
15120,14161
12637,124
6638,19583
2523,526
888,12455
17534,4227
442,92
5280,4492
9959,5924
10621,11372
20213,831
25187,15666
7488,5866
19372,15056
21786,18631
17120,990
12559,4517
2589,240
19046,12101
8,857
10086,10963
1716,535
18495,18076
20798,19489
18737,9865
20154,14465
5152,4053
2790,13377
14575,12629
22752,21031
8894,26538
20080,17461
4433,3673
9889,7004
8776,3622
7355,16226
254,6855
22884,17259
28263,16105
11577,5067
3914,1387
12946,9122
15343,537
228,210
2856,2123
16558,882
11642,22400
27344,2696
6994,8334
7130,1029
4770,2582
7326,7012
6365,5585
22740,24345
10382,14256
38,18248
7570,16931
19637,11094
15918,25124
1804,775
17100,4659
6320,2070
9141,9674
18876,5787
503,31
821,182
4584,11647
521,170
5050,6440
15954,11719
5015,19413
5365,1770
818,3272
8771,6873
28256,789
22601,6831
2736,4360
5596,12988
12896,5009
13839,5512
15903,6232
24365,16733
1766,6065
5991,3912
12241,8324
3898,10745
21854,12332
22004,12310
1054,649
14743,14262
2277,7346
579,555
8646,4576
6997,10020
15724,369
4795,5131
12468,11878
37,59
3878,3062
235,6677
15409,14199
14418,15506
8781,5356
1208,168
19125,10554
29800,26210
26574,16670
12947,12016
18992,10153
4108,25
13216,11890
956,18216
1693,13601
3333,2356
20622,7393
5812,2758
4164,4792
12009,818
770,6626
1927,918
1802,553
17792,5179
5391,2477
17967,5687
6977,439
1800,6550
14746,4267
28002,10850
6605,3807
1678,5346
29580,15171
1552,682
5077,11520
60,1840
1173,13632
26204,14590
11454,9533
23954,15975
13408,21387
8891,8683
8184,1228
17687,10598
27071,16437
906,643
21326,11915
2521,125
34,326
22353,12742
10261,8373
23969,7161
20106,12582
2930,4539
24250,18187
3885,1544
27324,8827
20034,4593
19829,13496
6310,425
6294,1826
12687,534
27899,13140
8004,2373
12519,5179
19753,15094
16462,1467
18515,8207
12855,17891
22226,7878
23826,19974
1246,3920
1652,5532
4295,1724
29596,23130
26197,6567
2376,1925
3767,3410
1734,1513
15039,1737
636,330
14914,158
25327,15007
6326,5925
13715,19640
29359,18205
7110,5617
6265,2601
5376,2613
5641,2287
5895,5441
7791,3519
9389,5328
3572,2176
2892,3366
2743,9173
12082,7484
13459,3690
1218,782
25609,8824
11235,2203
6837,3352
26859,12690
3755,625
14631,1173
16804,7206
8402,2252
15645,2931
24177,9098
24502,21680
28134,19541
15298,2893
19653,6548
13803,4404
28634,7166
1602,731
25250,6820
8872,1839
20853,1848
27514,847
4,10
28158,5453
27947,17567
15871,6597
7727,3178
972,415
23150,11514
3979,3131
27571,557
27184,7314
771,441
14187,6667
23792,3934
6086,4746
26960,15126
2556,2479
12449,18492
420,56
1916,396
6484,11524
15857,10734
11205,8861
11605,4755
3603,2630
17372,16811
2092,3884
26646,3877
12061,4299
28401,16085
3522,15929
2809,995
5026,2094
610,324
4157,4177
7465,6651
379,1209
10876,9378
3058,3369
10164,1842
5273,3048
6852,1087
2912,10120
365,15264
254,134
5618,4695
510,236
23853,22871
5447,4461
1042,635
9451,9321
11968,338
1533,3808
4668,2901
4684,12037
2542,577
18060,14661
4111,2055
115,109
22954,7546
1436,775
12569,4982
15444,1358
15247,7569
5173,1621
8089,964
7194,736
1754,1181
20320,15864
19697,8724
2726,2462
2209,549
28377,10556
16824,10644
11321,394
253,3313
9731,24940
1246,1120
10525,2173
6902,2390
13884,13067
17703,1306
4479,4719
17946,5577
5290,14489
25367,16852
10968,8302
24073,13630
13349,15413
29105,12461
11059,3146
8494,6103
17543,16788
8279,5267
1969,776
19873,344
16031,6827
15036,7248
1814,1680
11024,3938
12839,3538
16433,2625
3510,715
6284,5276
13880,13696
15805,5328
28142,18518
8128,10688
6478,5055
11771,245
17596,11370
5567,11377
7612,5461
13290,7762
17062,16025
12835,13650
5180,4129
11375,5031
27756,12786
28799,3640
18125,10656
5128,484
7522,6522
18652,10373
3052,623
23786,3167
19300,15721
21313,793
23889,16884
189,54
2517,1321
1548,4740
27175,19536
15331,10480
25372,4583
10298,7027
4486,1253
18930,14597
12335,6464
2719,1659
2898,2259
3593,6513
10031,10984
2929,2327
18865,7862
4576,2430
16549,4193
1729,21244
18734,5463
19614,15032
5375,413
10558,8544
1238,6575
11521,1393
14504,2559
16603,7760
11298,2541
934,557
21559,20378
9060,9461
12997,2849
15448,6710
29612,19107
13322,12191
7977,6778
10945,7640
13459,12850
1051,24
16464,2441
3252,575
28938,15982
24161,23721
5525,3280
8530,3186
23132,17453
25661,8152
7226,2029
8068,8287
1219,1339
5358,4197
7843,2218
17634,16683
1759,4401
2573,1702
10425,20955
1426,3090
15453,13902
12326,5872
23543,22642
58,120
3619,751
23421,19986
44,59
16591,8226
19015,8524
15345,14912
16982,19246
2805,574
19713,3471
7690,20091
2540,3817
10142,15975
4368,2636
622,491
9190,3630
21196,10600
18950,23763
2308,12018
13952,12978
1566,13544
27856,14415
27355,4735
6978,4206
8852,3182
899,4226
4523,5130
11895,3589
14745,8318
1868,1435
6174,7694
29790,5877
10831,2762
14830,7771
6784,21867
18999,16960
183,7660
17220,3445
3798,2275
3700,6202
13940,58
13722,13557
12387,3884
20758,13122
5017,805
13828,21007
16293,8935
2225,3454
3554,171
1106,656
2767,2502
6506,6103
18268,16807
2156,3593
19738,7960
14164,4185
2954,708
11351,9137
575,292
23933,21289
2640,1313
2002,8348
3654,2008
24980,11656
3179,504
1439,1500
4411,17623
7614,10945
18975,14054
22001,13222
37,6
27261,18761
11271,6790
8604,5238
16283,15217
14807,13562
22488,8460
18793,11474
22522,18087
3099,7068
26017,16002
21334,14265
16103,7040
13093,1744
1555,2877
3377,7975
25269,667
624,67
29496,4048
25289,15766
17033,2108
10696,5001
384,11633
17407,19949
61,354
4636,3323
13901,4947
11395,1008
22718,15334
18856,11436
22671,4288
9250,11959
18524,9301
11258,9885
26243,6881
27123,21317
3464,434
24040,21382
1230,1865
4645,1026
4782,3958
5224,21828
16086,12123
54,81
6491,3602
6746,733
3267,340
2734,1147
319,151
3679,1335
19836,16142
8956,3245
27872,11806
4719,3470
5370,838
9088,611
28815,19315
6289,12082
10544,9008
29456,23838
1672,1088
8894,2742
844,1925
12489,4919
10125,2972
11034,3230
11424,582
318,292
21895,14755
20202,997
28545,28067
19849,10030
28972,738
6960,5577
2308,2226
19384,2160
13662,6333
448,11248
14215,4912
16841,255
24653,3187
4977,7534
2628,1118
3464,3204
4641,13855
3244,1876
1248,655
4540,1623
5169,1306
6095,4494
6837,9517
4625,324
6004,2000
18885,13278
28577,3135
16461,1740
13961,8667
22649,19595
3974,3229
26575,6009
4188,3356
2770,2033
4894,3356
3694,1498
